NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
Heyday Integrated Circuits,"Enabling more efficient and simpler energy conversion with less components. Achievable with patented power-thru gate drivers,",Europe,France,Nice,43.657319,6.931061,5.96,fabless manufacturing;semiconductor,energy,energy efficiency,seed stage,European Innovation Council,government,Nice
Aviloo,Aviloo aims to contribute to an emission free transportation system of the future,Europe,Austria,Vienna,48.0903149,16.3466892,3.73,automotive;battery;electric vehicle,energy,clean energy,early growth stage,European Innovation Council,government,Vienna
DENS,"Sustainable energy for everyone, anywhere, anytime",Europe,Netherlands,Eindhoven,51.474477,5.623901,1.2,,energy,clean energy,early growth stage,BOM Brabant Ventures,venture_capital,Eindhoven
Dracula Technologies,Energy solutions by light capture,Europe,France,Valence,44.9371284,4.9305411,3.4,printing;iot;mobility;outdoor;tracking;inkjet printing;vivatech2019,energy,energy efficiency,early growth stage,Eurostars SME programme;Wiseed;MGI Digital Technology;ISRA Cards;Femmes Business Angels,government;crowdfunding;corporate;corporate;venture_capital,Grenoble
Pulsedeon,Coating and materials processing solutions based on pulsed laser deposition (PLD) technology,Europe,Finland,Tampere,61.496411,23.71606,2.35,,energy,energy storage,early growth stage,European Innovation Council,government,Tampere
Wegatech,Renewable energy solutions for your home,Europe,Germany,Munich,48.1354,11.52412,2.0,,energy,clean energy,early growth stage,Yabeo Capital;Ron Hillmann;LMU Entrepreneurship Center,venture_capital;angel;accelerator,Munich
Eco-Tech Ceram,"Commercializes the EcoStock, a standardised unit which allows to store and value industries lost heat and energy produced by the renewables",Europe,France,Perpignan,42.795256,2.8775683,1.44,battery,energy,energy storage,early growth stage,EIT InnoEnergy;European Innovation Council,accelerator;government,Montpellier
Proton Ventures,Empowering storage solutions,Europe,Netherlands,Rotterdam,51.9090181,4.3765658,4.0,,energy,energy storage,early growth stage,New Energy Challenge;Koolen Industries,accelerator;corporate,Rotterdam
Ryax Technologies,Building software for Resource and Compute Management of Hybrid infrastructures,Europe,France,Lyon,45.763241,4.8338496,1.3,,energy,energy efficiency,early growth stage,Crédit Agricole Regions Investment;Bpifrance;Banque Populaire Auvergne Rhône Alpes;BNP Paribas;It Translation;IT-Translation,corporate;venture_capital;venture_capital;corporate;venture_capital;venture_capital,Lyon
Reliability Solutions,Predict machinery failures that result in huge financial benefits and safety increase to the industry,Europe,Poland,Cracow,50.0767791,19.9029949,3.21,predictive analytics;industrial analytics;industrial technology;manufacturing tech,energy,energy efficiency,early growth stage,GreatPoint Ventures;Icos Capital;EEC Ventures;Polish Institute for Research and Development;PFR Ventures,"venture_capital;venture_capital;venture_capital;venture_capital;corporate_venture_fund,private_equity,venture_capital",Cracow
Nordic Power Convertors,Nordic Power Converters has developed a power converter that is five times smaller and lighter and has 2-5 times longer lifetime,Europe,Denmark,Copenhagen,55.722386,12.421753,4.01,power;energy providers,energy,clean energy,early growth stage,Seed Capital Denmark;PreSeed Ventures;Pre seed innovation,venture_capital;venture_capital;venture_capital,Copenhagen
Slitevind,Owner company of wind power plants,Europe,Sweden,Visby,57.762539,18.488116,2.32,,energy,clean energy,early growth stage,Pepins,crowdfunding,Stockholm
SIRFULL,Our solutions are dedicated to preventive/predictive maintenance and welding quality management,Europe,France,Strasbourg,48.6149004,7.7138681,2.8,platform;asset management;digital assets;risk management;predictive analytics;inspection;predictive maintenance;machinery manufacturing;welding technology;industrial analytics;industrial technology;manufacturing tech,energy,energy storage,early growth stage,Wille AG;Alsace Creation;Demeter Partners;Cap Innov'Est,"family_office;corporate;private_equity,venture_capital;venture_capital",Strasbourg
Enging lda,"Industrial asset condition monitoring solutions, focusing on the latest IIoT technologies",Europe,Portugal,Viseu,40.401352,-7.854614,1.15,industrial iot;iot;monitoring;utilities;information technology;information services;platform;predictive analytics;predictive maintenance;industrial analytics;industrial technology;manufacturing tech,energy,energy efficiency,early growth stage,European Innovation Council;EDP Ventures;Bynd Venture Capital;EDP Starter,"government;corporate_venture_fund,venture_capital;venture_capital;accelerator",Porto
Toulouse White Biotechnology,"Provides a concrete response to companies and entrepreneurs in biotechnology to develop products and processes with biobased raw materials, from laboratory level to pre-industrial pilot level",Europe,France,Toulouse,43.543794,1.4784139,3.4,fermentation;molecular;synthetic biology;biotechnology,energy,energy efficiency,late growth stage,Investments for the Future (PIA),venture_capital,Toulouse
Building Energy,Produces and sells energy from renewable sources generating sustainable solutions,Europe,Italy,Milan,45.4642035,9.189982,125.0,,energy,clean energy,late growth stage,ZZ Capital International,"private_equity,venture_capital",Milan
Hbm FiberSensing,Bringing Light to Measurement,Europe,Portugal,Porto,41.234564,-8.663777,2.83,monitoring;branding;navigation;aviation & aerospace,energy,energy efficiency,early growth stage,EUREKA Network Projects;Portugal Ventures,non-profit;venture_capital,Porto
THEVA,Flexible coated conductors for electrical power engineering,Europe,Germany,Munich,48.23684,11.68255,13.4,coating;power;investing;engineering services;semiconductor,energy,clean energy,early growth stage,Target Partners;Bayern Kapital;BayBG;ECAPITAL;EnBW New Ventures;EUREKA Network Projects,venture_capital;venture_capital;venture_capital;venture_capital;corporate_venture_fund;non-profit,Munich
BASE Innovation,Energy efficiency for buildings,Europe,France,Bordeaux,44.773824,-0.657118,1.5,energy efficiency,energy,energy efficiency,early growth stage,Aviva Impact Investing;INCO,venture_capital;accelerator,Bordeaux
Spectral Engines,Develops and produces groundbreaking smart sensor technology,Europe,Finland,Helsinki,60.216487,24.869036,4.85,wearable;industry 4.0;innovation radar;microelectronics;sensor;smart tech,energy,energy efficiency,early growth stage,European Innovation Council;Inventure;VTT Ventures;Timo Syrjala;Innovestor Ventures;Innovestor,government;venture_capital;venture_capital;angel;venture_capital;venture_capital,Helsinki
Ledmotive,Lighting Solutions,Europe,Spain,Madrid,40.463667,-3.74922,3.53,information technology;photonics,energy,energy efficiency,seed stage,European Innovation Council;Victoria Venture Capital;Avancsa;Fondo de Emprendedores (Repsol Fundacíon);REPSOL Foundation,"government;venture_capital;venture_capital;accelerator;corporate_venture_fund,venture_capital",Madrid
Hxperience,Smart Building software solutions,Europe,France,Paris,48.856614,2.3522219,1.4,iot;building;smart tech;predictive analytics;industrial analytics;industrial technology,energy,energy efficiency,early growth stage,Axeleo Capital;Angelsquare,accelerator;venture_capital,Paris
Drekan,"Design, installation and operation of energy production and distribution infrastructures",Europe,France,Bourges,47.026061,3.084453,4.0,,energy,clean energy,early growth stage,CAP3Ri;Turenne Capital;Nord Capital Partenaires,venture_capital;venture_capital;venture_capital,Lyon
Earthcube,EarthCube - Monitor your activities where nobody else can,Europe,France,Toulouse,43.5948995,1.4513862,3.0,monitoring;activities;space;vivatech2019;alternative data;space tech;satellite applications;satellite data;satellite imaging and data analytics,energy,energy efficiency,late growth stage,Agoranov;360 Capital Partners;Bpifrance,accelerator;venture_capital;venture_capital,Toulouse
Comsys AB,Comsys is a leading provider of active on load power electronics. Solutions primarily centered on power quality and smart grid applications,Europe,Sweden,Malmo,55.696762,13.218383,5.0,power;energy providers;smart tech,energy,energy efficiency,early growth stage,,,Malmo
Blue Foot Membranes,Produces and commercializes the unique and worldwide-patented Integrated Permeate Channel (IPC®) membranes,Europe,Belgium,Lommel,51.2149517,5.2600486,2.5,membranes;water systems;water management;footwear,energy,clean energy,seed stage,Innovation Fund;Qbic Fund,venture_capital;venture_capital,Eindhoven
Suntherm,"Energy company that strives to transform residential heating systems so that they not only occupy less physical space but also retain heat more effeciently, for longer periods of time and at less cost to the end-consumer",Europe,Denmark,Højslev,56.554456,9.086443,1.46,heating;intelligent systems;system engineering,energy,energy efficiency,early growth stage,Market Maturation Fund;European Innovation Council;Borean Innovation,venture_capital;government;venture_capital,Aalborg
Solipac,Distributor of energy solutions,Europe,France,Beziers,43.172214,2.979178,2.7,,energy,clean energy,late growth stage,Bpifrance;M Capital Partners,venture_capital;venture_capital,Montpellier
Frandsen industri,Processing worn-out fishing nets into valuable raw materials,Europe,Denmark,Aalborg,56.672956,9.972127,1.44,information technology;eco-friendly;ecologically friendly;fish;fish farming;mechanical solutions;process technologies,energy,clean energy,early growth stage,European Innovation Council,government,Aalborg
Minima,Enables energy efficiency improvement of up to 20x in digital processors,Europe,Finland,Oulu,65.082599,25.39631,8.79,processor;edge processing;spinout,energy,energy efficiency,early growth stage,VTT Ventures;CFT Capital;Lifeline Ventures;European Innovation Council;Voima Ventures;Aalto University,venture_capital;venture_capital;venture_capital;government;venture_capital;university,Oulu
Izigloo,Revolutionary platform so that our house is easier to manage and better valued over time,Europe,France,Nantes,47.218371,-1.553621,3.0,,energy,energy efficiency,early growth stage,MGEN,corporate,Nantes
Iris,"We provide real-time monitoring of product quality parameters based on optical sensors, to increase production efficiency",Europe,Spain,Barcelona,41.2800161,1.9766294,1.6,monitoring;information technology;analytics;social;innovation radar;engineering services;mechanical solutions;sensor;industrial connectivity;industrial technology;manufacturing tech,energy,energy efficiency,late growth stage,European Innovation Council;Horizon 2020 FTI (Fast Track to Innovation),government;venture_capital,Barcelona
